# Fit of data from file   = /home/msmile/Seafile/LINX/Projects/FP04.01_NovoNordisk/DataAnalysis/WIFBash/Data/GHR_NDSAXSbest.chi
# Number of points in fit = 95
# Contrast                = -1
       0.005383         0.0102913          1.0          1.0
     0.00585562         0.0101885          1.0          1.0
     0.00632823         0.0100784          1.0          1.0
     0.00680084        0.00996147          1.0          1.0
     0.00727345        0.00983791          1.0          1.0
     0.00774607        0.00970812          1.0          1.0
     0.00821868        0.00957245          1.0          1.0
     0.00869129        0.00943128          1.0          1.0
      0.0091639        0.00928499          1.0          1.0
     0.00963652        0.00913398          1.0          1.0
      0.0103454        0.00889948          1.0          1.0
      0.0112907        0.00857403          1.0          1.0
      0.0122359        0.00823693          1.0          1.0
      0.0131811        0.00789137          1.0          1.0
      0.0141263        0.00754048          1.0          1.0
      0.0150716        0.00718723          1.0          1.0
      0.0160168        0.00683444          1.0          1.0
       0.016962        0.00648469          1.0          1.0
      0.0179072        0.00614035          1.0          1.0
      0.0188525        0.00580349          1.0          1.0
      0.0197977        0.00547593          1.0          1.0
      0.0207429        0.00515918          1.0          1.0
      0.0216881        0.00485448          1.0          1.0
      0.0228697        0.00449197          1.0          1.0
      0.0242875        0.00408547          1.0          1.0
      0.0257053        0.00371104          1.0          1.0
      0.0271232        0.00336867          1.0          1.0
       0.028541        0.00305746          1.0          1.0
      0.0299588         0.0027759          1.0          1.0
      0.0313767        0.00252203          1.0          1.0
      0.0327945        0.00229364          1.0          1.0
      0.0344487        0.00205643          1.0          1.0
      0.0363391        0.00181968          1.0          1.0
      0.0382296         0.0016152          1.0          1.0
        0.04012        0.00143917          1.0          1.0
      0.0420105        0.00128847          1.0          1.0
      0.0439009        0.00116058          1.0          1.0
      0.0457914        0.00105336          1.0          1.0
      0.0479181       0.000954921          1.0          1.0
      0.0502812       0.000869604          1.0          1.0
      0.0526442       0.000805261          1.0          1.0
      0.0550073       0.000756985          1.0          1.0
      0.0573704        0.00071975          1.0          1.0
      0.0599697       0.000686017          1.0          1.0
      0.0628054       0.000652321          1.0          1.0
      0.0656411       0.000618203          1.0          1.0
      0.0684768       0.000582715          1.0          1.0
      0.0715487       0.000544384          1.0          1.0
       0.074857       0.000507088          1.0          1.0
      0.0781653       0.000477923          1.0          1.0
      0.0814736        0.00045892          1.0          1.0
      0.0850182       0.000448876          1.0          1.0
      0.0887991       0.000445602          1.0          1.0
        0.09258       0.000444106          1.0          1.0
      0.0965972       0.000439088          1.0          1.0
       0.100851       0.000427296          1.0          1.0
       0.105104       0.000409895          1.0          1.0
       0.109594       0.000389094          1.0          1.0
        0.11432       0.000368852          1.0          1.0
       0.119283       0.000352579          1.0          1.0
       0.124481       0.000341681          1.0          1.0
        0.12968       0.000335049          1.0          1.0
       0.135115       0.000328669          1.0          1.0
       0.140786        0.00031842          1.0          1.0
       0.146694       0.000302149          1.0          1.0
       0.152838       0.000281499          1.0          1.0
       0.159218        0.00026039          1.0          1.0
       0.165835       0.000241269          1.0          1.0
       0.172688       0.000223723          1.0          1.0
       0.180013       0.000206483          1.0          1.0
       0.187575       0.000191112          1.0          1.0
       0.195373       0.000178445          1.0          1.0
       0.203644       0.000167698          1.0          1.0
       0.212151       0.000158735          1.0          1.0
       0.220894       0.000151022          1.0          1.0
        0.23011       0.000143974          1.0          1.0
       0.239562       0.000138599          1.0          1.0
       0.249251       0.000135144          1.0          1.0
       0.259412       0.000132839          1.0          1.0
       0.270046       0.000130887          1.0          1.0
       0.281152       0.000129005          1.0          1.0
       0.292731       0.000128025          1.0          1.0
       0.304783       0.000127092          1.0          1.0
       0.317307        0.00012628          1.0          1.0
       0.330304       0.000125791          1.0          1.0
       0.343773       0.000125237          1.0          1.0
       0.357716       0.000124444          1.0          1.0
       0.372366       0.000123876          1.0          1.0
       0.387726       0.000123171          1.0          1.0
       0.403559       0.000122995          1.0          1.0
       0.419864       0.000122684          1.0          1.0
       0.436878       0.000121915          1.0          1.0
       0.454601       0.000121859          1.0          1.0
       0.473033       0.000121614          1.0          1.0
       0.489338       0.000121368          1.0          1.0
